BWT,BWT0,BWT0_2,BWT0_4,BWT0_6,BWT0_8,zero,
0.5434804558753967,0.07436756044626236,0.9274773001670837,0.5347446799278259,1.2311781644821167,0.4545213580131531,-1.6938523054122925,
1.1992110013961792,0.7296955585479736,-0.20131485164165497,0.15308107435703278,-0.7824093699455261,0.4818156659603119,-1.2908724546432495,
-0.670956552028656,0.33536309003829956,2.022864580154419,1.2538843154907227,-1.5191411972045898,-0.5695560574531555,-1.8352664709091187,
1.2374887466430664,-0.08666086941957474,0.6332202553749084,0.49291276931762695,-0.08633313328027725,-0.10489030927419662,-0.9283083081245422,
1.8782020807266235,0.18756480515003204,-0.46695083379745483,-0.9970830678939819,0.6975541710853577,-0.40081217885017395,-1.6530237197875977,
1.6057040691375732,-0.4452095627784729,0.5912744998931885,0.5682653188705444,-0.5707195401191711,0.5679643154144287,-1.626341700553894,
0.2803574502468109,1.0136098861694336,-0.3811856806278229,1.5019187927246094,-0.4920564293861389,0.8550347685813904,-1.4795329570770264,
2.015552043914795,-0.7629354596138,-1.2185314893722534,0.5234383344650269,0.5834662914276123,0.5683814287185669,-1.375276803970337,
0.5666117072105408,1.6700557470321655,-1.0169950723648071,0.5515245199203491,0.016159743070602417,0.5530167818069458,-1.1177695989608765,
0.8615131974220276,-0.22511476278305054,-0.3433941602706909,0.5368452668190002,1.8092411756515503,0.12344053387641907,-1.5816643238067627,
-0.7646353244781494,0.8715385794639587,-0.9819939732551575,1.3552051782608032,0.22484207153320312,0.35135409235954285,-1.3940454721450806,
-0.15800045430660248,0.21908855438232422,-0.4301663041114807,1.5964633226394653,0.047344136983156204,0.058351900428533554,-1.6672428846359253,
-0.1256818026304245,0.5540890693664551,0.7232707142829895,0.1679254174232483,-0.1343514770269394,1.3245818614959717,-1.53000807762146,
0.6855793595314026,0.6560652256011963,-1.3350975513458252,0.2668949067592621,1.1188488006591797,1.4567487239837646,-1.6826728582382202,
1.3217254877090454,0.5621591806411743,1.258564829826355,-1.152811884880066,-1.1027065515518188,-0.39304423332214355,-1.4309536218643188,
0.5041717886924744,1.7501559257507324,1.4277976751327515,0.2512105107307434,-0.23300835490226746,-0.5991111397743225,-1.7602498531341553,
0.021140551194548607,-0.23456045985221863,-1.43613600730896,-0.5273275375366211,-1.0860692262649536,1.8838601112365723,-1.5506618022918701,
1.090939998626709,0.058068227022886276,1.0709900856018066,-0.36519894003868103,1.2167021036148071,-0.17200827598571777,-1.5548416376113892,
